"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.5.2 Diefstallen (water)";"2022 oktober";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2022 november";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2022 december";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 januari";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 februari";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 maart";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 april";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 mei";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 juni";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 juli";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2023 augustus";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 april";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.1 Brand/ontploffing";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 juli";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.1 Brand/ontploffing";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 oktober";"Burgwallen-Oude Zijde";"       1"
"1.6.1 Brand/ontploffing";"2022 november";"Burgwallen-Oude Zijde";"       1"
"1.6.1 Brand/ontploffing";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.6.1 Brand/ontploffing";"2022 september";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2022 oktober";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2022 november";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2022 december";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 januari";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 februari";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 maart";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 april";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 mei";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 juni";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 juli";"Burgwallen-Oost";"       0"
"1.6.1 Brand/ontploffing";"2023 augustus";"Burgwallen-Oost";"       0"
"1.6.2 Overige vermogensdelicten";"2022 september";"Burgwallen-Nieuwe Zijde";"     122"
"1.6.2 Overige vermogensdelicten";"2022 oktober";"Burgwallen-Nieuwe Zijde";"     118"
"1.6.2 Overige vermogensdelicten";"2022 november";"Burgwallen-Nieuwe Zijde";"     139"
"1.6.2 Overige vermogensdelicten";"2022 december";"Burgwallen-Nieuwe Zijde";"     164"
"1.6.2 Overige vermogensdelicten";"2023 januari";"Burgwallen-Nieuwe Zijde";"     130"
"1.6.2 Overige vermogensdelicten";"2023 februari";"Burgwallen-Nieuwe Zijde";"     116"
"1.6.2 Overige vermogensdelicten";"2023 maart";"Burgwallen-Nieuwe Zijde";"      92"
"1.6.2 Overige vermogensdelicten";"2023 april";"Burgwallen-Nieuwe Zijde";"      69"
"1.6.2 Overige vermogensdelicten";"2023 mei";"Burgwallen-Nieuwe Zijde";"     108"
"1.6.2 Overige vermogensdelicten";"2023 juni";"Burgwallen-Nieuwe Zijde";"     110"
"1.6.2 Overige vermogensdelicten";"2023 juli";"Burgwallen-Nieuwe Zijde";"     115"
"1.6.2 Overige vermogensdelicten";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      97"
"1.6.2 Overige vermogensdelicten";"2022 september";"Burgwallen-Oude Zijde";"      56"
"1.6.2 Overige vermogensdelicten";"2022 oktober";"Burgwallen-Oude Zijde";"      71"
"1.6.2 Overige vermogensdelicten";"2022 november";"Burgwallen-Oude Zijde";"      69"
"1.6.2 Overige vermogensdelicten";"2022 december";"Burgwallen-Oude Zijde";"      65"
"1.6.2 Overige vermogensdelicten";"2023 januari";"Burgwallen-Oude Zijde";"      82"
"1.6.2 Overige vermogensdelicten";"2023 februari";"Burgwallen-Oude Zijde";"      54"
"1.6.2 Overige vermogensdelicten";"2023 maart";"Burgwallen-Oude Zijde";"      48"
"1.6.2 Overige vermogensdelicten";"2023 april";"Burgwallen-Oude Zijde";"      37"
"1.6.2 Overige vermogensdelicten";"2023 mei";"Burgwallen-Oude Zijde";"      67"
"1.6.2 Overige vermogensdelicten";"2023 juni";"Burgwallen-Oude Zijde";"      60"
"1.6.2 Overige vermogensdelicten";"2023 juli";"Burgwallen-Oude Zijde";"      58"
"1.6.2 Overige vermogensdelicten";"2023 augustus";"Burgwallen-Oude Zijde";"      51"
"1.6.2 Overige vermogensdelicten";"2022 september";"Burgwallen-Oost";"      11"
"1.6.2 Overige vermogensdelicten";"2022 oktober";"Burgwallen-Oost";"      18"
"1.6.2 Overige vermogensdelicten";"2022 november";"Burgwallen-Oost";"      12"
"1.6.2 Overige vermogensdelicten";"2022 december";"Burgwallen-Oost";"      13"
"1.6.2 Overige vermogensdelicten";"2023 januari";"Burgwallen-Oost";"      19"
"1.6.2 Overige vermogensdelicten";"2023 februari";"Burgwallen-Oost";"      15"
"1.6.2 Overige vermogensdelicten";"2023 maart";"Burgwallen-Oost";"      12"
"1.6.2 Overige vermogensdelicten";"2023 april";"Burgwallen-Oost";"       9"
"1.6.2 Overige vermogensdelicten";"2023 mei";"Burgwallen-Oost";"      15"
"1.6.2 Overige vermogensdelicten";"2023 juni";"Burgwallen-Oost";"       9"
"1.6.2 Overige vermogensdelicten";"2023 juli";"Burgwallen-Oost";"      12"
"1.6.2 Overige vermogensdelicten";"2023 augustus";"Burgwallen-Oost";"       8"
"1.6.3 Mensenhandel";"2022 september";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.3 Mensenhandel";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.3 Mensenhandel";"2022 december";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.3 Mensenhandel";"2023 februari";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.3 Mensenhandel";"2023 april";"Burgwallen-Nieuwe Zijde";"       2"
"1.6.3 Mensenhandel";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.6.3 Mensenhandel";"2023 juni";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2023 juli";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       1"
"1.6.3 Mensenhandel";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2022 november";"Burgwallen-Oude Zijde";"       2"
"1.6.3 Mensenhandel";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 mei";"Burgwallen-Oude Zijde";"       1"
"1.6.3 Mensenhandel";"2023 juni";"Burgwallen-Oude Zijde";"       1"
"1.6.3 Mensenhandel";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.6.3 Mensenhandel";"2023 augustus";"Burgwallen-Oude Zijde";"       1"
"1.6.3 Mensenhandel";"2022 september";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2022 oktober";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2022 november";"Burgwallen-Oost";"       1"
"1.6.3 Mensenhandel";"2022 december";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 januari";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 februari";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 maart";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 april";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 mei";"Burgwallen-Oost";"       1"
"1.6.3 Mensenhandel";"2023 juni";"Burgwallen-Oost";"       1"
"1.6.3 Mensenhandel";"2023 juli";"Burgwallen-Oost";"       0"
"1.6.3 Mensenhandel";"2023 augustus";"Burgwallen-Oost";"       1"
"2.1.1 Drugs/drankoverlast";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       1"
"2.1.1 Drugs/drankoverlast";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 april";"Burgwallen-Oude Zijde";"       1"
"2.1.1 Drugs/drankoverlast";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.1.1 Drugs/drankoverlast";"2022 september";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2022 oktober";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2022 november";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2022 december";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 januari";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 februari";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 maart";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 april";"Burgwallen-Oost";"       1"
"2.1.1 Drugs/drankoverlast";"2023 mei";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juni";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 juli";"Burgwallen-Oost";"       0"
"2.1.1 Drugs/drankoverlast";"2023 augustus";"Burgwallen-Oost";"       0"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 september";"Burgwallen-Nieuwe Zijde";"       6"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      16"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 november";"Burgwallen-Nieuwe Zijde";"      15"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 december";"Burgwallen-Nieuwe Zijde";"      10"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 januari";"Burgwallen-Nieuwe Zijde";"      15"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 februari";"Burgwallen-Nieuwe Zijde";"      15"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 maart";"Burgwallen-Nieuwe Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 april";"Burgwallen-Nieuwe Zijde";"      11"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 mei";"Burgwallen-Nieuwe Zijde";"      18"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juni";"Burgwallen-Nieuwe Zijde";"      15"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juli";"Burgwallen-Nieuwe Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      14"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 september";"Burgwallen-Oude Zijde";"       7"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 oktober";"Burgwallen-Oude Zijde";"      10"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 november";"Burgwallen-Oude Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 december";"Burgwallen-Oude Zijde";"      11"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 januari";"Burgwallen-Oude Zijde";"      14"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 februari";"Burgwallen-Oude Zijde";"       7"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 maart";"Burgwallen-Oude Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 april";"Burgwallen-Oude Zijde";"       8"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 mei";"Burgwallen-Oude Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juni";"Burgwallen-Oude Zijde";"       9"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juli";"Burgwallen-Oude Zijde";"      16"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 augustus";"Burgwallen-Oude Zijde";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 september";"Burgwallen-Oost";"       2"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 oktober";"Burgwallen-Oost";"       2"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 november";"Burgwallen-Oost";"       1"
"2.2.1 Vernieling cq. zaakbeschadiging";"2022 december";"Burgwallen-Oost";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 januari";"Burgwallen-Oost";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 februari";"Burgwallen-Oost";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 maart";"Burgwallen-Oost";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 april";"Burgwallen-Oost";"       2"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 mei";"Burgwallen-Oost";"       4"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juni";"Burgwallen-Oost";"       1"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 juli";"Burgwallen-Oost";"       8"
"2.2.1 Vernieling cq. zaakbeschadiging";"2023 augustus";"Burgwallen-Oost";"       1"
"2.4.1 Burengerucht (relatieproblemen)";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 september";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 november";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 september";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 oktober";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 november";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2022 december";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 januari";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 februari";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 maart";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 april";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 mei";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juni";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 juli";"Burgwallen-Oost";"       0"
"2.4.1 Burengerucht (relatieproblemen)";"2023 augustus";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2022 september";"Burgwallen-Nieuwe Zijde";"       4"
"2.4.2 Huisvredebreuk";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       4"
"2.4.2 Huisvredebreuk";"2022 november";"Burgwallen-Nieuwe Zijde";"       9"
"2.4.2 Huisvredebreuk";"2022 december";"Burgwallen-Nieuwe Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 januari";"Burgwallen-Nieuwe Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 februari";"Burgwallen-Nieuwe Zijde";"       3"
"2.4.2 Huisvredebreuk";"2023 maart";"Burgwallen-Nieuwe Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 april";"Burgwallen-Nieuwe Zijde";"       4"
"2.4.2 Huisvredebreuk";"2023 mei";"Burgwallen-Nieuwe Zijde";"       8"
"2.4.2 Huisvredebreuk";"2023 juni";"Burgwallen-Nieuwe Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 juli";"Burgwallen-Nieuwe Zijde";"       6"
"2.4.2 Huisvredebreuk";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       3"
"2.4.2 Huisvredebreuk";"2022 september";"Burgwallen-Oude Zijde";"       6"
"2.4.2 Huisvredebreuk";"2022 oktober";"Burgwallen-Oude Zijde";"       1"
"2.4.2 Huisvredebreuk";"2022 november";"Burgwallen-Oude Zijde";"       1"
"2.4.2 Huisvredebreuk";"2022 december";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2023 maart";"Burgwallen-Oude Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 april";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2023 juni";"Burgwallen-Oude Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 juli";"Burgwallen-Oude Zijde";"       2"
"2.4.2 Huisvredebreuk";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"2.4.2 Huisvredebreuk";"2022 september";"Burgwallen-Oost";"       2"
"2.4.2 Huisvredebreuk";"2022 oktober";"Burgwallen-Oost";"       1"
"2.4.2 Huisvredebreuk";"2022 november";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2022 december";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 januari";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 februari";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 maart";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 april";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 mei";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 juni";"Burgwallen-Oost";"       1"
"2.4.2 Huisvredebreuk";"2023 juli";"Burgwallen-Oost";"       0"
"2.4.2 Huisvredebreuk";"2023 augustus";"Burgwallen-Oost";"       0"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 september";"Burgwallen-Nieuwe Zijde";"      12"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      11"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 november";"Burgwallen-Nieuwe Zijde";"      13"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 december";"Burgwallen-Nieuwe Zijde";"      11"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 januari";"Burgwallen-Nieuwe Zijde";"       8"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 februari";"Burgwallen-Nieuwe Zijde";"       7"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 maart";"Burgwallen-Nieuwe Zijde";"       4"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 april";"Burgwallen-Nieuwe Zijde";"       9"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 mei";"Burgwallen-Nieuwe Zijde";"      12"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juni";"Burgwallen-Nieuwe Zijde";"       8"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juli";"Burgwallen-Nieuwe Zijde";"      16"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       5"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 september";"Burgwallen-Oude Zijde";"       8"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 oktober";"Burgwallen-Oude Zijde";"       3"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 november";"Burgwallen-Oude Zijde";"       7"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 december";"Burgwallen-Oude Zijde";"       7"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 januari";"Burgwallen-Oude Zijde";"       8"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 februari";"Burgwallen-Oude Zijde";"       8"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 maart";"Burgwallen-Oude Zijde";"       5"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 april";"Burgwallen-Oude Zijde";"       3"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 mei";"Burgwallen-Oude Zijde";"       4"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juni";"Burgwallen-Oude Zijde";"       9"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 juli";"Burgwallen-Oude Zijde";"       7"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 augustus";"Burgwallen-Oude Zijde";"       6"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 september";"Burgwallen-Oost";"       1"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 oktober";"Burgwallen-Oost";"       0"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 november";"Burgwallen-Oost";"       1"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2022 december";"Burgwallen-Oost";"       2"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 januari";"Burgwallen-Oost";"       1"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 februari";"Burgwallen-Oost";"       1"
"2.5.1 Diefstal/inbraak bedrijven enz.";"2023 maart";"Burgwallen-Oost";"       1"
