"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"3.6.4 Aantasting openbare orde";"2022 december";"Burgwallen-Nieuwe Zijde";"       9"
"3.6.4 Aantasting openbare orde";"2023 januari";"Burgwallen-Nieuwe Zijde";"      20"
"3.6.4 Aantasting openbare orde";"2023 februari";"Burgwallen-Nieuwe Zijde";"      16"
"3.6.4 Aantasting openbare orde";"2023 maart";"Burgwallen-Nieuwe Zijde";"      10"
"3.6.4 Aantasting openbare orde";"2023 april";"Burgwallen-Nieuwe Zijde";"      10"
"3.6.4 Aantasting openbare orde";"2023 mei";"Burgwallen-Nieuwe Zijde";"       4"
"3.6.4 Aantasting openbare orde";"2023 juni";"Burgwallen-Nieuwe Zijde";"      11"
"3.6.4 Aantasting openbare orde";"2023 juli";"Burgwallen-Nieuwe Zijde";"      10"
"3.6.4 Aantasting openbare orde";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      16"
"3.6.4 Aantasting openbare orde";"2022 september";"Burgwallen-Oude Zijde";"      13"
"3.6.4 Aantasting openbare orde";"2022 oktober";"Burgwallen-Oude Zijde";"      16"
"3.6.4 Aantasting openbare orde";"2022 november";"Burgwallen-Oude Zijde";"      19"
"3.6.4 Aantasting openbare orde";"2022 december";"Burgwallen-Oude Zijde";"      12"
"3.6.4 Aantasting openbare orde";"2023 januari";"Burgwallen-Oude Zijde";"      18"
"3.6.4 Aantasting openbare orde";"2023 februari";"Burgwallen-Oude Zijde";"      20"
"3.6.4 Aantasting openbare orde";"2023 maart";"Burgwallen-Oude Zijde";"      21"
"3.6.4 Aantasting openbare orde";"2023 april";"Burgwallen-Oude Zijde";"      23"
"3.6.4 Aantasting openbare orde";"2023 mei";"Burgwallen-Oude Zijde";"      16"
"3.6.4 Aantasting openbare orde";"2023 juni";"Burgwallen-Oude Zijde";"      10"
"3.6.4 Aantasting openbare orde";"2023 juli";"Burgwallen-Oude Zijde";"      21"
"3.6.4 Aantasting openbare orde";"2023 augustus";"Burgwallen-Oude Zijde";"       8"
"3.6.4 Aantasting openbare orde";"2022 september";"Burgwallen-Oost";"       6"
"3.6.4 Aantasting openbare orde";"2022 oktober";"Burgwallen-Oost";"       3"
"3.6.4 Aantasting openbare orde";"2022 november";"Burgwallen-Oost";"       4"
"3.6.4 Aantasting openbare orde";"2022 december";"Burgwallen-Oost";"       5"
"3.6.4 Aantasting openbare orde";"2023 januari";"Burgwallen-Oost";"       8"
"3.6.4 Aantasting openbare orde";"2023 februari";"Burgwallen-Oost";"      11"
"3.6.4 Aantasting openbare orde";"2023 maart";"Burgwallen-Oost";"       8"
"3.6.4 Aantasting openbare orde";"2023 april";"Burgwallen-Oost";"      12"
"3.6.4 Aantasting openbare orde";"2023 mei";"Burgwallen-Oost";"       8"
"3.6.4 Aantasting openbare orde";"2023 juni";"Burgwallen-Oost";"       3"
"3.6.4 Aantasting openbare orde";"2023 juli";"Burgwallen-Oost";"       4"
"3.6.4 Aantasting openbare orde";"2023 augustus";"Burgwallen-Oost";"       5"
"3.7.1 Discriminatie";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.1 Discriminatie";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2023 februari";"Burgwallen-Nieuwe Zijde";"       2"
"3.7.1 Discriminatie";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2023 april";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.1 Discriminatie";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2023 juni";"Burgwallen-Nieuwe Zijde";"       3"
"3.7.1 Discriminatie";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.1 Discriminatie";"2022 september";"Burgwallen-Oude Zijde";"       1"
"3.7.1 Discriminatie";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"3.7.1 Discriminatie";"2022 november";"Burgwallen-Oude Zijde";"       0"
"3.7.1 Discriminatie";"2022 december";"Burgwallen-Oude Zijde";"       2"
"3.7.1 Discriminatie";"2023 januari";"Burgwallen-Oude Zijde";"       5"
"3.7.1 Discriminatie";"2023 februari";"Burgwallen-Oude Zijde";"       2"
"3.7.1 Discriminatie";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"3.7.1 Discriminatie";"2023 april";"Burgwallen-Oude Zijde";"       2"
"3.7.1 Discriminatie";"2023 mei";"Burgwallen-Oude Zijde";"       4"
"3.7.1 Discriminatie";"2023 juni";"Burgwallen-Oude Zijde";"       1"
"3.7.1 Discriminatie";"2023 juli";"Burgwallen-Oude Zijde";"       2"
"3.7.1 Discriminatie";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"3.7.1 Discriminatie";"2022 september";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2022 oktober";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2022 november";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2022 december";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 januari";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 februari";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 maart";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 april";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 mei";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 juni";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 juli";"Burgwallen-Oost";"       0"
"3.7.1 Discriminatie";"2023 augustus";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 februari";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.2 Vreemdelingenzorg";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 september";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 november";"Burgwallen-Oude Zijde";"       1"
"3.7.2 Vreemdelingenzorg";"2022 december";"Burgwallen-Oude Zijde";"       1"
"3.7.2 Vreemdelingenzorg";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 april";"Burgwallen-Oude Zijde";"       1"
"3.7.2 Vreemdelingenzorg";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"3.7.2 Vreemdelingenzorg";"2022 september";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2022 oktober";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2022 november";"Burgwallen-Oost";"       1"
"3.7.2 Vreemdelingenzorg";"2022 december";"Burgwallen-Oost";"       1"
"3.7.2 Vreemdelingenzorg";"2023 januari";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 februari";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 maart";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 april";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 mei";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juni";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 juli";"Burgwallen-Oost";"       0"
"3.7.2 Vreemdelingenzorg";"2023 augustus";"Burgwallen-Oost";"       0"
"3.7.3 Maatsch. integriteit (overig)";"2022 september";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 november";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 december";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 april";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juli";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 september";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 oktober";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 november";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 december";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 januari";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 februari";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 maart";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 april";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 mei";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juni";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juli";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 augustus";"Burgwallen-Oude Zijde";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 september";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 oktober";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 november";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2022 december";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 januari";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 februari";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 maart";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 april";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 mei";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juni";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 juli";"Burgwallen-Oost";"       ."
"3.7.3 Maatsch. integriteit (overig)";"2023 augustus";"Burgwallen-Oost";"       ."
"3.7.4 Cybercrime";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.4 Cybercrime";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       2"
"3.7.4 Cybercrime";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.4 Cybercrime";"2022 december";"Burgwallen-Nieuwe Zijde";"       2"
"3.7.4 Cybercrime";"2023 januari";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.4 Cybercrime";"2023 februari";"Burgwallen-Nieuwe Zijde";"       5"
"3.7.4 Cybercrime";"2023 maart";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.4 Cybercrime";"2023 april";"Burgwallen-Nieuwe Zijde";"       2"
"3.7.4 Cybercrime";"2023 mei";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.4 Cybercrime";"2023 juni";"Burgwallen-Nieuwe Zijde";"       1"
"3.7.4 Cybercrime";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.4 Cybercrime";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"3.7.4 Cybercrime";"2022 september";"Burgwallen-Oude Zijde";"       1"
"3.7.4 Cybercrime";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"3.7.4 Cybercrime";"2022 november";"Burgwallen-Oude Zijde";"       0"
"3.7.4 Cybercrime";"2022 december";"Burgwallen-Oude Zijde";"       1"
"3.7.4 Cybercrime";"2023 januari";"Burgwallen-Oude Zijde";"       2"
"3.7.4 Cybercrime";"2023 februari";"Burgwallen-Oude Zijde";"       2"
"3.7.4 Cybercrime";"2023 maart";"Burgwallen-Oude Zijde";"       4"
"3.7.4 Cybercrime";"2023 april";"Burgwallen-Oude Zijde";"       2"
"3.7.4 Cybercrime";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"3.7.4 Cybercrime";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"3.7.4 Cybercrime";"2023 juli";"Burgwallen-Oude Zijde";"       1"
"3.7.4 Cybercrime";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"3.7.4 Cybercrime";"2022 september";"Burgwallen-Oost";"       0"
"3.7.4 Cybercrime";"2022 oktober";"Burgwallen-Oost";"       0"
"3.7.4 Cybercrime";"2022 november";"Burgwallen-Oost";"       0"
"3.7.4 Cybercrime";"2022 december";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 januari";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 februari";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 maart";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 april";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 mei";"Burgwallen-Oost";"       0"
"3.7.4 Cybercrime";"2023 juni";"Burgwallen-Oost";"       0"
"3.7.4 Cybercrime";"2023 juli";"Burgwallen-Oost";"       1"
"3.7.4 Cybercrime";"2023 augustus";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2022 september";"Burgwallen-Nieuwe Zijde";"       4"
"3.9.1 Horizontale fraude";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      10"
"3.9.1 Horizontale fraude";"2022 november";"Burgwallen-Nieuwe Zijde";"       5"
"3.9.1 Horizontale fraude";"2022 december";"Burgwallen-Nieuwe Zijde";"       2"
"3.9.1 Horizontale fraude";"2023 januari";"Burgwallen-Nieuwe Zijde";"       3"
"3.9.1 Horizontale fraude";"2023 februari";"Burgwallen-Nieuwe Zijde";"       7"
"3.9.1 Horizontale fraude";"2023 maart";"Burgwallen-Nieuwe Zijde";"       3"
"3.9.1 Horizontale fraude";"2023 april";"Burgwallen-Nieuwe Zijde";"       3"
"3.9.1 Horizontale fraude";"2023 mei";"Burgwallen-Nieuwe Zijde";"       4"
"3.9.1 Horizontale fraude";"2023 juni";"Burgwallen-Nieuwe Zijde";"       5"
"3.9.1 Horizontale fraude";"2023 juli";"Burgwallen-Nieuwe Zijde";"       3"
"3.9.1 Horizontale fraude";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       4"
"3.9.1 Horizontale fraude";"2022 september";"Burgwallen-Oude Zijde";"       3"
"3.9.1 Horizontale fraude";"2022 oktober";"Burgwallen-Oude Zijde";"       7"
"3.9.1 Horizontale fraude";"2022 november";"Burgwallen-Oude Zijde";"       7"
"3.9.1 Horizontale fraude";"2022 december";"Burgwallen-Oude Zijde";"       3"
"3.9.1 Horizontale fraude";"2023 januari";"Burgwallen-Oude Zijde";"       2"
"3.9.1 Horizontale fraude";"2023 februari";"Burgwallen-Oude Zijde";"       5"
"3.9.1 Horizontale fraude";"2023 maart";"Burgwallen-Oude Zijde";"       9"
"3.9.1 Horizontale fraude";"2023 april";"Burgwallen-Oude Zijde";"       4"
"3.9.1 Horizontale fraude";"2023 mei";"Burgwallen-Oude Zijde";"       4"
"3.9.1 Horizontale fraude";"2023 juni";"Burgwallen-Oude Zijde";"       2"
"3.9.1 Horizontale fraude";"2023 juli";"Burgwallen-Oude Zijde";"       1"
"3.9.1 Horizontale fraude";"2023 augustus";"Burgwallen-Oude Zijde";"       5"
"3.9.1 Horizontale fraude";"2022 september";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2022 oktober";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2022 november";"Burgwallen-Oost";"       5"
"3.9.1 Horizontale fraude";"2022 december";"Burgwallen-Oost";"       2"
"3.9.1 Horizontale fraude";"2023 januari";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2023 februari";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2023 maart";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2023 april";"Burgwallen-Oost";"       1"
"3.9.1 Horizontale fraude";"2023 mei";"Burgwallen-Oost";"       1"
"3.9.1 Horizontale fraude";"2023 juni";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2023 juli";"Burgwallen-Oost";"       0"
"3.9.1 Horizontale fraude";"2023 augustus";"Burgwallen-Oost";"       1"
"3.9.2 Verticale fraude";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.2 Verticale fraude";"2022 september";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2022 november";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2022 december";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 april";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2023 juli";"Burgwallen-Oude Zijde";"       1"
"3.9.2 Verticale fraude";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"3.9.2 Verticale fraude";"2022 september";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2022 oktober";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2022 november";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2022 december";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 januari";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 februari";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 maart";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 april";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 mei";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 juni";"Burgwallen-Oost";"       0"
"3.9.2 Verticale fraude";"2023 juli";"Burgwallen-Oost";"       1"
"3.9.2 Verticale fraude";"2023 augustus";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2022 september";"Burgwallen-Nieuwe Zijde";"       1"
"3.9.3 Fraude (overig)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       1"
"3.9.3 Fraude (overig)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 april";"Burgwallen-Nieuwe Zijde";"       1"
"3.9.3 Fraude (overig)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       2"
"3.9.3 Fraude (overig)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 juli";"Burgwallen-Nieuwe Zijde";"       1"
"3.9.3 Fraude (overig)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 september";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 november";"Burgwallen-Oude Zijde";"       1"
"3.9.3 Fraude (overig)";"2022 december";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 april";"Burgwallen-Oude Zijde";"       1"
"3.9.3 Fraude (overig)";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"3.9.3 Fraude (overig)";"2022 september";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2022 oktober";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2022 november";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2022 december";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 januari";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 februari";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 maart";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 april";"Burgwallen-Oost";"       1"
"3.9.3 Fraude (overig)";"2023 mei";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 juni";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 juli";"Burgwallen-Oost";"       0"
"3.9.3 Fraude (overig)";"2023 augustus";"Burgwallen-Oost";"       0"
