Perioden,Title,KinderenMetKansOpArmoedeRelatief_3
2011,Maasdriel,27.0
2011,Maasgouw,25.6
2011,Maashorst,0.0
2011,Maassluis,58.1
2011,Maastricht,67.2
2011,Marum,27.6
2011,Medemblik,25.0
2011,Meerssen,28.2
2011,Meierijstad,0.0
2011,Menameradiel,19.1
2011,Menterwolde,37.1
2011,Meppel,34.6
2011,Middelburg (Z.),43.0
2011,Middelharnis,19.6
2011,Midden-Delfland,14.4
2011,Midden-Drenthe,30.0
2011,Midden-Groningen,0.0
2011,Mill en Sint Hubert,20.7
2011,Millingen aan de Rijn,24.2
2011,Moerdijk,26.1
2011,Molenlanden,0.0
2011,Molenwaard,0.0
2011,Montferland,29.3
2011,Montfoort,17.7
2011,Mook en Middelaar,21.9
2011,Muiden,25.2
2011,Naarden,19.6
2011,Neder-Betuwe,22.4
2011,Nederlek,21.8
2011,Nederweert,34.7
2011,Neerijnen,22.4
2011,Niedorp,27.9
2011,Nieuw-Lekkerland,11.3
2011,Nieuwegein,33.9
2011,Nieuwkoop,18.4
2011,Nijkerk,22.7
2011,Nijmegen,61.3
2011,Nissewaard,0.0
2011,Noardeast-Fryslân,0.0
2011,Noord-Beveland,31.8
2011,Noordenveld,29.2
2011,Noordoostpolder,36.6
2011,Noordwijk,26.8
2011,Noordwijkerhout,29.7
2011,"Nuenen, Gerwen en Nederwetten",26.2
2011,Nunspeet,21.5
2011,Nuth,28.3
2011,Oegstgeest,17.4
2011,Oirschot,20.1
2011,Oisterwijk,30.4
2011,Oldambt,46.5
2011,Oldebroek,19.4
2011,Oldenzaal,31.6
2011,Olst-Wijhe,25.9
2011,Ommen,26.4
2011,Onderbanken,34.1
2011,Oost Gelre,19.7
2011,Oosterhout,37.1
2011,Oostflakkee,21.5
2011,Ooststellingwerf,37.1
2011,Oostzaan,19.6
2011,Opmeer,20.4
2011,Opsterland,32.1
2011,Oss,37.4
2011,Oud-Beijerland,20.2
2011,Oude IJsselstreek,33.5
2011,Ouder-Amstel,22.0
2011,Ouderkerk,15.7
2011,Oudewater,25.1
2011,Overbetuwe,24.8
2011,Papendrecht,28.2
2011,Peel en Maas,23.4
2011,Pekela,55.0
2011,Pijnacker-Nootdorp,20.9
2011,Purmerend,38.2
2011,Putten,26.5
2011,Raalte,24.4
2011,Reimerswaal,22.6
2011,Renkum,30.7
2011,Renswoude,16.5
2011,Reusel-De Mierden,32.5
2011,Rheden,43.8
2011,Rhenen,30.4
2011,Ridderkerk,36.9
2011,Rijnwaarden,35.6
2011,Rijnwoude,22.1
2011,Rijssen-Holten,18.2
2011,Rijswijk (ZH.),59.5
2011,Roerdalen,34.1
2011,Roermond,61.8
2011,Roosendaal,45.2
2011,Rotterdam,103.6
2011,Rozendaal,4.6
2011,Rucphen,30.9
2011,Schagen,31.1
2011,Schermer,18.0
2011,Scherpenzeel,15.3
2011,Schiedam,73.3
2011,Schiermonnikoog,8.3
2011,Schijndel,29.7
2011,Schinnen,33.2
2011,Schoonhoven,30.3
2011,Schouwen-Duiveland,34.5
2011,Simpelveld,25.0
2011,Sint Anthonis,26.9
2011,Sint-Michielsgestel,17.9
2011,Sint-Oedenrode,26.9
2011,Sittard-Geleen,54.5
2011,Skarsterlân,29.3
2011,Sliedrecht,28.0
2011,Slochteren,27.4
2011,Sluis,33.5
2011,Smallingerland,41.6
2011,Soest,32.8
2011,Someren,26.9
2011,Son en Breugel,25.4
2011,Spijkenisse,49.3
2011,Stadskanaal,53.7
2011,Staphorst,16.6
2011,Stede Broec,30.4
2011,Steenbergen,29.6
2011,Steenwijkerland,36.2
2011,Stein (L.),34.0
2011,Stichtse Vecht,23.8
2011,Strijen,25.7
2011,Súdwest-Fryslân,38.2
2011,Ten Boer,26.1
2011,Terneuzen,40.0
2011,Terschelling,21.1
2011,Texel,36.0
2011,Teylingen,16.9
2011,Tholen,25.6
2011,Tiel,47.6
2011,Tilburg,55.5
2011,Tubbergen,19.0
2011,Twenterand,31.4
2011,Tynaarlo,21.8
2011,Tytsjerksteradiel,27.2
2011,Ubbergen,24.6
2011,Uden,35.6
2011,Uitgeest,17.8
2011,Uithoorn,28.1
2011,Urk,23.9
2011,Utrecht (gemeente),55.6
2011,Utrechtse Heuvelrug,25.1
2011,Vaals,70.0
2011,Valkenburg aan de Geul,40.0
2011,Valkenswaard,36.7
2011,Veendam,46.8
2011,Veenendaal,37.3
2011,Veere,22.7
2011,Veghel,27.2
2011,Veldhoven,27.7
2011,Velsen,36.6
2011,Venlo,57.1
2011,Venray,42.3
2011,Vianen,31.8
2011,Vijfheerenlanden,0.0
2011,Vlaardingen,67.4
2011,Vlagtwedde,38.7
2011,Vlieland,12.0
2011,Vlissingen,54.5
2011,Vlist,19.9
2011,Voerendaal,35.3
2011,Voorschoten,20.0
2011,Voorst,20.2
2011,Vught,27.2
2011,Waadhoeke,0.0
2011,Waalre,24.5
2011,Waalwijk,32.3
2011,Waddinxveen,22.7
2011,Wageningen,39.6
2011,Wassenaar,29.7
2011,Waterland,19.6
2011,Weert,39.8
2011,Weesp,39.5
2011,Werkendam,18.4
2011,West Betuwe,0.0
2011,West Maas en Waal,26.6
2011,Westerkwartier,0.0
2011,Westerveld,32.2
2011,Westervoort,44.6
2011,Westerwolde,0.0
2011,Westland,29.3
2011,Weststellingwerf,37.3
2011,Westvoorne,24.7
2011,Wierden,20.9
2011,Wieringen,33.7
2011,Wieringermeer,30.3
2011,Wijchen,31.5
2011,Wijdemeren,24.0
2011,Wijk bij Duurstede,23.7
2011,Winsum,27.5
2011,Winterswijk,35.9
2011,Woensdrecht,27.0
2011,Woerden,21.2
2011,Wormerland,27.8
2011,Woudenberg,21.9
2011,Woudrichem,19.2
2011,Zaanstad,47.4
2011,Zaltbommel,28.7
2011,Zandvoort,53.7
2011,Zederik,19.0
2011,Zeevang,26.9
2011,Zeewolde,30.8
2011,Zeist,39.6
2011,Zevenaar,35.3
2011,Zijpe,26.4
2011,Zoetermeer,56.3
2011,Zoeterwoude,14.8
2011,Zuidhorn,22.2
2011,Zuidplas,23.9
2011,Zundert,30.0
2011,Zutphen,45.5
2011,Zwartewaterland,19.9
2011,Zwijndrecht,45.6
2011,Zwolle,40.2
2011,het Bildt,33.9
2012,'s-Gravenhage (gemeente),81.8
2012,'s-Hertogenbosch,47.8
2012,Aa en Hunze,29.0
2012,Aalburg,22.5
2012,Aalsmeer,22.3
2012,Aalten,20.5
2012,Achtkarspelen,38.3
2012,Alblasserdam,26.8
2012,Albrandswaard,23.5
2012,Alkmaar,44.9
2012,Almelo,57.8
2012,Almere,54.3
2012,Alphen aan den Rijn,32.0
2012,Alphen-Chaam,21.4
2012,Altena,0.0
2012,Ameland,23.7
2012,Amersfoort,38.5
2012,Amstelveen,30.1
2012,Amsterdam,98.4
2012,Anna Paulowna,0.0
2012,Apeldoorn,35.8
2012,Appingedam,58.6
2012,Arnhem,71.2
2012,Assen,47.4
2012,Asten,27.6
2012,Baarle-Nassau,25.9
2012,Baarn,32.5
2012,Barendrecht,26.7
2012,Barneveld,22.8
2012,Bedum,29.0
2012,Beek (L.),40.2
2012,Beekdaelen,0.0
2012,Beemster,28.4
2012,Beesel,37.0
2012,Bellingwedde,44.5
2012,Berg en Dal,0.0
2012,Bergambacht,23.7
2012,Bergeijk,23.3
2012,Bergen (L.),30.0
2012,Bergen (NH.),34.1
2012,Bergen op Zoom,51.6
2012,Berkelland,24.2
2012,Bernheze,25.2
2012,Bernisse,22.5
2012,Best,24.5
2012,Beuningen,28.3
2012,Beverwijk,47.9
2012,Binnenmaas,22.7
2012,Bladel,21.4
2012,Blaricum,34.8
2012,Bloemendaal,27.3
2012,Boarnsterhim,29.3
2012,Bodegraven-Reeuwijk,25.1
2012,Boekel,28.4
2012,Borger-Odoorn,37.3
2012,Borne,26.1
2012,Borsele,21.7
2012,Boskoop,27.2
2012,Boxmeer,24.2
2012,Boxtel,36.3
2012,Breda,46.6
2012,Brielle,28.4
2012,Bronckhorst,25.2
2012,Brummen,31.6
2012,Brunssum,65.7
2012,Bunnik,13.3
2012,Bunschoten,16.5
2012,Buren,26.9
2012,Bussum,31.8
2012,Capelle aan den IJssel,63.2
2012,Castricum,18.8
2012,Coevorden,44.6
2012,Cranendonck,30.1
2012,Cromstrijen,17.0
2012,Cuijk,39.1
2012,Culemborg,38.4
2012,Dalfsen,20.2
2012,Dantumadiel,32.4
2012,De Bilt,30.9
2012,De Friese Meren,0.0
2012,De Fryske Marren,0.0
2012,De Marne,46.5
2012,De Ronde Venen,26.8
2012,De Wolden,29.1
2012,Delft,62.7
2012,Delfzijl,60.5
2012,Den Helder,60.6
2012,Deurne,32.1
2012,Deventer,44.8
2012,Diemen,53.4
2012,Dijk en Waard,0.0
2012,Dinkelland,20.4
2012,Dirksland,24.5
2012,Doesburg,59.9
2012,Doetinchem,37.8
2012,Dongen,24.0
2012,Dongeradeel,40.8
2012,Dordrecht,55.6
2012,Drechterland,26.8
2012,Drimmelen,20.7
2012,Dronten,42.5
2012,Druten,27.6
2012,Duiven,26.9
2012,Echt-Susteren,36.2
2012,Edam-Volendam,18.2
2012,Ede,31.7
2012,Eemnes,24.8
2012,Eemsdelta,0.0
2012,Eemsmond,48.6
2012,Eersel,22.8
2012,Eijsden-Margraten,20.9
2012,Eindhoven,59.9
2012,Elburg,22.8
2012,Emmen,52.6
2012,Enkhuizen,43.9
2012,Enschede,69.9
2012,Epe,28.1
2012,Ermelo,25.1
2012,Etten-Leur,35.7
2012,Ferwerderadiel,33.1
2012,Franekeradeel,43.8
2012,Gaasterlân-Sleat,27.2
2012,Geertruidenberg,26.3
2012,Geldermalsen,25.6
2012,Geldrop-Mierlo,42.1
2012,Gemert-Bakel,29.8
2012,Gennep,33.3
2012,Giessenlanden,18.0
2012,Gilze en Rijen,35.2
2012,Goedereede,17.7
2012,Goeree-Overflakkee,0.0
2012,Goes,35.9
2012,Goirle,28.4
2012,Gooise Meren,0.0
2012,Gorinchem,43.9
2012,Gouda,45.7
2012,Graafstroom,18.5
2012,Graft-De Rijp,22.6
2012,Grave,22.6
2012,Groesbeek,26.7
2012,Groningen (gemeente),73.3
2012,Grootegast,31.5
2012,Gulpen-Wittem,29.4
2012,Haaksbergen,25.6
2012,Haaren,18.4
2012,Haarlem,46.3
2012,Haarlemmerliede en Spaarnwoude,25.9
2012,Haarlemmermeer,26.0
2012,Halderberge,32.2
2012,Hardenberg,25.4
2012,Harderwijk,38.8
2012,Hardinxveld-Giessendam,16.5
2012,Haren,21.9
2012,Harenkarspel,23.5
2012,Harlingen,55.4
2012,Hattem,20.7
2012,Heemskerk,48.7
2012,Heemstede,19.6
2012,Heerde,26.0
2012,Heerenveen,41.7
2012,Heerhugowaard,32.7
2012,Heerlen,89.2
2012,Heeze-Leende,23.2
2012,Heiloo,16.7
2012,Hellendoorn,27.9
2012,Hellevoetsluis,34.3
2012,Helmond,52.8
2012,Hendrik-Ido-Ambacht,23.5
2012,Hengelo (O.),45.2
2012,Het Hogeland,0.0
2012,Heumen,20.1
2012,Heusden,32.1
2012,Hillegom,31.9
2012,Hilvarenbeek,22.9
2012,Hilversum,38.1
2012,Hoeksche Waard,0.0
2012,Hof van Twente,23.8
2012,Hollands Kroon,31.1
2012,Hoogeveen,45.0
2012,Hoogezand-Sappemeer,67.7
2012,Hoorn,47.5
2012,Horst aan de Maas,25.0
2012,Houten,19.8
2012,Huizen,34.9
2012,Hulst,30.9
2012,IJsselstein,28.4
2012,Kaag en Braassem,20.5
2012,Kampen,28.6
2012,Kapelle,21.2
2012,Katwijk,24.1
2012,Kerkrade,81.6
2012,Koggenland,25.5
2012,Kollumerland en Nieuwkruisland,35.0
2012,Korendijk,14.7
2012,Krimpen aan den IJssel,29.8
2012,Krimpenerwaard,0.0
2012,Laarbeek,22.9
2012,Land van Cuijk,0.0
2012,Landerd,20.1
2012,Landgraaf,54.7
2012,Landsmeer,28.4
2012,Langedijk,30.3
2012,Lansingerland,22.5
2012,Laren (NH.),33.2
2012,Leek,33.8
2012,Leerdam,42.7
2012,Leeuwarden,63.2
2012,Leeuwarderadeel,32.3
2012,Leiden,53.2
2012,Leiderdorp,24.9
2012,Leidschendam-Voorburg,44.1
2012,Lelystad,60.4
2012,Lemsterland,35.7
2012,Leudal,26.0
2012,Leusden,18.7
2012,Liesveld,15.9
2012,Lingewaal,27.4
2012,Lingewaard,25.9
2012,Lisse,25.3
2012,Littenseradiel,25.6
2012,Lochem,27.6
2012,Loon op Zand,27.3
2012,Lopik,24.6
2012,Loppersum,41.5
2012,Losser,33.1
2012,Maasdonk,18.0
2012,Maasdriel,23.9
2012,Maasgouw,30.6
2012,Maashorst,0.0
2012,Maassluis,60.1
2012,Maastricht,68.0
2012,Marum,34.8
2012,Medemblik,27.2
2012,Meerssen,29.5
2012,Meierijstad,0.0
2012,Menameradiel,23.1
2012,Menterwolde,41.8
2012,Meppel,33.9
2012,Middelburg (Z.),42.8
2012,Middelharnis,23.0
2012,Midden-Delfland,19.3
2012,Midden-Drenthe,29.7
2012,Midden-Groningen,0.0
2012,Mill en Sint Hubert,24.2
2012,Millingen aan de Rijn,29.8
2012,Moerdijk,25.2
2012,Molenlanden,0.0
2012,Molenwaard,0.0
2012,Montferland,35.3
2012,Montfoort,20.8
2012,Mook en Middelaar,22.0
2012,Muiden,27.7
2012,Naarden,20.6
2012,Neder-Betuwe,23.4
2012,Nederlek,28.2
2012,Nederweert,34.4
2012,Neerijnen,23.1
2012,Niedorp,0.0
2012,Nieuw-Lekkerland,12.0
2012,Nieuwegein,37.9
2012,Nieuwkoop,19.6
2012,Nijkerk,24.4
2012,Nijmegen,63.2
2012,Nissewaard,0.0
2012,Noardeast-Fryslân,0.0
2012,Noord-Beveland,34.2
2012,Noordenveld,34.4
2012,Noordoostpolder,43.4
2012,Noordwijk,29.4
2012,Noordwijkerhout,35.9
2012,"Nuenen, Gerwen en Nederwetten",28.5
2012,Nunspeet,22.5
2012,Nuth,27.0
2012,Oegstgeest,19.6
2012,Oirschot,21.2
2012,Oisterwijk,35.2
2012,Oldambt,49.6
2012,Oldebroek,20.2
2012,Oldenzaal,33.2
2012,Olst-Wijhe,24.2
2012,Ommen,26.2
2012,Onderbanken,37.8
2012,Oost Gelre,21.3
2012,Oosterhout,41.0
2012,Oostflakkee,23.9
2012,Ooststellingwerf,43.0
2012,Oostzaan,23.0
2012,Opmeer,22.7
2012,Opsterland,33.6
2012,Oss,40.5
2012,Oud-Beijerland,21.7
2012,Oude IJsselstreek,34.0
2012,Ouder-Amstel,22.9
2012,Ouderkerk,21.9
2012,Oudewater,29.6
2012,Overbetuwe,24.3
2012,Papendrecht,30.2
2012,Peel en Maas,23.9
2012,Pekela,62.8
2012,Pijnacker-Nootdorp,24.1
2012,Purmerend,39.6
2012,Putten,29.6
2012,Raalte,24.4
2012,Reimerswaal,19.6
2012,Renkum,32.0
2012,Renswoude,19.6
2012,Reusel-De Mierden,30.6
2012,Rheden,43.1
2012,Rhenen,32.2
2012,Ridderkerk,39.6
2012,Rijnwaarden,33.9
2012,Rijnwoude,20.7
2012,Rijssen-Holten,19.0
2012,Rijswijk (ZH.),56.2
2012,Roerdalen,36.3
2012,Roermond,65.6
2012,Roosendaal,49.5
2012,Rotterdam,103.9
2012,Rozendaal,11.5
2012,Rucphen,32.9
2012,Schagen,31.6
2012,Schermer,26.7
2012,Scherpenzeel,15.3
2012,Schiedam,74.0
2012,Schiermonnikoog,12.4
2012,Schijndel,29.1
2012,Schinnen,29.2
2012,Schoonhoven,36.1
2012,Schouwen-Duiveland,34.2
2012,Simpelveld,26.9
2012,Sint Anthonis,20.4
2012,Sint-Michielsgestel,19.0
2012,Sint-Oedenrode,27.6
2012,Sittard-Geleen,57.0
2012,Skarsterlân,32.0
2012,Sliedrecht,26.7
2012,Slochteren,28.9
2012,Sluis,34.7
2012,Smallingerland,43.3
2012,Soest,35.1
2012,Someren,28.1
2012,Son en Breugel,26.1
2012,Spijkenisse,51.7
2012,Stadskanaal,56.9
2012,Staphorst,17.3
2012,Stede Broec,33.2
2012,Steenbergen,32.0
2012,Steenwijkerland,38.9
2012,Stein (L.),36.1
2012,Stichtse Vecht,24.3
2012,Strijen,24.0
2012,Súdwest-Fryslân,38.4
2012,Ten Boer,25.4
2012,Terneuzen,41.0
2012,Terschelling,31.1
2012,Texel,33.3
2012,Teylingen,16.9
2012,Tholen,26.8
2012,Tiel,53.4
2012,Tilburg,57.9
2012,Tubbergen,18.8
2012,Twenterand,34.2
2012,Tynaarlo,23.8
2012,Tytsjerksteradiel,27.8
2012,Ubbergen,25.5
2012,Uden,36.6
2012,Uitgeest,20.5
2012,Uithoorn,32.2
2012,Urk,21.8
2012,Utrecht (gemeente),56.0
2012,Utrechtse Heuvelrug,25.9
2012,Vaals,74.1
2012,Valkenburg aan de Geul,37.8
2012,Valkenswaard,38.9
2012,Veendam,51.0
2012,Veenendaal,41.4
2012,Veere,23.2
2012,Veghel,28.7
2012,Veldhoven,28.6
2012,Velsen,39.0
2012,Venlo,59.2
2012,Venray,42.0
2012,Vianen,32.8
2012,Vijfheerenlanden,0.0
2012,Vlaardingen,68.5
2012,Vlagtwedde,43.2
2012,Vlieland,11.2
2012,Vlissingen,54.2
2012,Vlist,17.5
2012,Voerendaal,39.8
2012,Voorschoten,22.5
2012,Voorst,21.0
2012,Vught,27.6
2012,Waadhoeke,0.0
2012,Waalre,25.6
2012,Waalwijk,34.1
2012,Waddinxveen,24.7
2012,Wageningen,41.2
2012,Wassenaar,35.0
2012,Waterland,19.1
2012,Weert,41.0
2012,Weesp,44.8
2012,Werkendam,21.9
2012,West Betuwe,0.0
2012,West Maas en Waal,28.2
2012,Westerkwartier,0.0
2012,Westerveld,33.9
2012,Westervoort,50.8
2012,Westerwolde,0.0
2012,Westland,29.8
2012,Weststellingwerf,37.8
2012,Westvoorne,25.2
2012,Wierden,20.3
2012,Wieringen,0.0
2012,Wieringermeer,0.0
2012,Wijchen,31.7
2012,Wijdemeren,25.1
2012,Wijk bij Duurstede,20.9
2012,Winsum,29.8
2012,Winterswijk,38.5
2012,Woensdrecht,28.7
2012,Woerden,23.2
2012,Wormerland,31.9
2012,Woudenberg,21.6
2012,Woudrichem,20.8
2012,Zaanstad,49.5
2012,Zaltbommel,28.6
2012,Zandvoort,49.3
2012,Zederik,20.0
2012,Zeevang,27.6
2012,Zeewolde,34.3
2012,Zeist,38.4
2012,Zevenaar,35.7
2012,Zijpe,33.6
2012,Zoetermeer,58.9
2012,Zoeterwoude,17.8
2012,Zuidhorn,22.3
2012,Zuidplas,26.2
2012,Zundert,34.1
2012,Zutphen,48.1
2012,Zwartewaterland,22.3
2012,Zwijndrecht,51.2
2012,Zwolle,41.7
2012,het Bildt,38.8
2013,'s-Gravenhage (gemeente),83.8
2013,'s-Hertogenbosch,48.0
2013,Aa en Hunze,29.8
2013,Aalburg,19.4
2013,Aalsmeer,21.7
2013,Aalten,22.1
2013,Achtkarspelen,41.7
2013,Alblasserdam,29.2
2013,Albrandswaard,22.9
2013,Alkmaar,44.5
2013,Almelo,59.8
2013,Almere,55.3
2013,Alphen aan den Rijn,32.7
2013,Alphen-Chaam,21.9
2013,Altena,0.0
2013,Ameland,22.4
2013,Amersfoort,38.0
2013,Amstelveen,31.6
2013,Amsterdam,96.8
2013,Anna Paulowna,0.0
2013,Apeldoorn,38.2
2013,Appingedam,56.2
2013,Arnhem,71.7
2013,Assen,49.1
2013,Asten,30.2
2013,Baarle-Nassau,28.2
2013,Baarn,32.7
2013,Barendrecht,26.6
2013,Barneveld,20.4
2013,Bedum,30.9
2013,Beek (L.),39.4
2013,Beekdaelen,0.0
2013,Beemster,30.8
2013,Beesel,41.8
2013,Bellingwedde,44.3
2013,Berg en Dal,0.0
2013,Bergambacht,21.5
2013,Bergeijk,23.3
2013,Bergen (L.),32.1
2013,Bergen (NH.),30.7
2013,Bergen op Zoom,53.0
2013,Berkelland,25.0
2013,Bernheze,24.3
2013,Bernisse,23.7
2013,Best,25.5
2013,Beuningen,27.9
2013,Beverwijk,50.1
2013,Binnenmaas,21.6
2013,Bladel,21.5
2013,Blaricum,39.0
2013,Bloemendaal,23.6
2013,Boarnsterhim,33.0
2013,Bodegraven-Reeuwijk,24.4
2013,Boekel,28.5
2013,Borger-Odoorn,37.0
2013,Borne,28.6
2013,Borsele,21.8
2013,Boskoop,31.9
2013,Boxmeer,26.4
2013,Boxtel,38.6
2013,Breda,47.1
2013,Brielle,30.0
2013,Bronckhorst,25.5
2013,Brummen,31.3
2013,Brunssum,67.8
2013,Bunnik,14.4
2013,Bunschoten,16.9
2013,Buren,25.2
2013,Bussum,28.0
2013,Capelle aan den IJssel,61.7
2013,Castricum,19.1
2013,Coevorden,45.0
2013,Cranendonck,27.9
2013,Cromstrijen,16.9
2013,Cuijk,37.4
2013,Culemborg,40.6
2013,Dalfsen,19.5
2013,Dantumadiel,39.8
2013,De Bilt,33.1
2013,De Friese Meren,0.0
2013,De Fryske Marren,0.0
2013,De Marne,41.3
2013,De Ronde Venen,26.1
2013,De Wolden,27.1
2013,Delft,67.3
2013,Delfzijl,57.9
2013,Den Helder,65.9
2013,Deurne,36.9
2013,Deventer,45.7
2013,Diemen,57.5
2013,Dijk en Waard,0.0
2013,Dinkelland,19.1
2013,Dirksland,0.0
2013,Doesburg,61.8
